word,frequency
company,15.0
showed,15.0
honest,15.0
inside,15.0
moved,15.0
lied,15.0
endpolicebrutality,15.0
snl,15.0
de,15.0
hap,15.0
pic,15.0
replies,15.0
favourite,15.0
sleepy,15.0
event,15.0
wh,15.0
possible,15.0
12,15.0
tough,15.0
mr,15.0
ka,15.0
hugs,15.0
gives,15.0
20,15.0
lovely,15.0
daughter,15.0
loves,15.0
youve,15.0
ig,15.0
continue,15.0
choice,15.0
gun,15.0
:&lt,15.0
save,15.0
@policeng,15.0
pick,15.0
tht,14.0
across,14.0
hello,14.0
add,14.0
/,14.0
st,14.0
busy,14.0
control,14.0
tiktok,14.0
failed,14.0
breaks,14.0
law,14.0
decision,14.0
dick,14.0
instagram,14.0
sadly,14.0
retweet,14.0
weekend,14.0
wonderful,14.0
notice,14.0
version,14.0
brought,14.0
badly,14.0
jack,14.0
link,14.0
india,14.0
lady,14.0
laughing,14.0
mo,14.0
chapter,14.0
fell,14.0
rich,14.0
usually,14.0
tour,14.0
throw,14.0
popular,14.0
blood,14.0
pass,14.0
following,14.0
painful,14.0
peoples,14.0
message,14.0
hang,14.0
protest,14.0
drink,14.0
sad:,14.0
pro,14.0
bill,14.0
lyrics,14.0
piece,14.0
basically,14.0
strong,14.0
jus,14.0
@donwinslow,14.0
mf,14.0
sadness,14.0
sing,14.0
chicken,14.0
drop,14.0
ruined,14.0
choose,14.0
um,14.0
ways,13.0
join,13.0
@debramessing,13.0
@mrandyngo,13.0
hahaha,13.0
barely,13.0
reach,13.0
werent,13.0
la,13.0
sad:(,13.0
quotes,13.0
ma,13.0
college,13.0
bf,13.0
drawing,13.0
public,13.0
written,13.0
nooo,13.0
grew,13.0
twice,13.0
set,13.0
passing,13.0
yep,13.0
bought,13.0
deadass,13.0
shall,13.0
appreciate,13.0
strange,13.0
moon,13.0
games,13.0
recently,13.0
mess,13.0
evil,13.0
desperately,13.0
absolute,13.0
youll,13.0
majority,13.0
violence,13.0
grown,13.0
twt,13.0
bout,13.0
we've,13.0
random,13.0
showing,13.0
nights,13.0
blocked,13.0
lmfao,13.0
@enhypen_members,13.0
hill,13.0
disappointing,13.0
blm,13.0
cancer,13.0
ms,13.0
drama,13.0
hide,13.0
:((((,13.0
immediately,13.0
insane,13.0
talked,13.0
forward,13.0
@,13.0
emotionally,13.0
waste,13.0
certain,13.0
everybody,13.0
club,13.0
wanting,13.0
shame,13.0
admit,13.0
deserved,12.0
taught,12.0
eye,12.0
middle,12.0
seconds,12.0
j,12.0
